cell_id,target_track,hotspot_score,bucket_count,observed_positive_buckets,top_features,cause_summary,feature_1,feature_1_display_name,feature_1_mean_shap,feature_1_mean_abs_shap,feature_2,feature_2_display_name,feature_2_mean_shap,feature_2_mean_abs_shap,feature_3,feature_3_display_name,feature_3_mean_shap,feature_3_mean_abs_shap
2315_17980,severe,0.49535148217073166,53,10,"prior_avg_severity, historic_cell_crash_total, prior_cell_severe_count","High predicted risk is mainly driven by historical crash severity, long-run cell crash volume, and prior severe crash history.",prior_avg_severity,historical crash severity,0.11402850582332993,0.11402850582332993,historic_cell_crash_total,long-run cell crash volume,0.09786681543523708,0.09786681543523708,prior_cell_severe_count,prior severe crash history,0.0963208262205606,0.0963208262205606
2399_18026,severe,0.4949878737983804,89,4,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10834639273031482,0.10834639273031482,prior_cell_severe_count,prior severe crash history,0.09094094191857048,0.09094094191857048,prior_avg_severity,historical crash severity,0.07013382232027782,0.07013382232027782
2418_18046,severe,0.4883636406472903,62,10,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.11631484239962372,0.11631484239962372,prior_cell_severe_count,prior severe crash history,0.09789820260343607,0.09789820260343607,prior_avg_severity,historical crash severity,0.08531980224532697,0.08531980224532697
2286_17984,severe,0.4863606507042061,41,7,"prior_avg_severity, historic_cell_crash_total, prior_cell_severe_count","High predicted risk is mainly driven by historical crash severity, long-run cell crash volume, and prior severe crash history.",prior_avg_severity,historical crash severity,0.11100234423683843,0.11100234423683843,historic_cell_crash_total,long-run cell crash volume,0.0960404098845655,0.0960404098845655,prior_cell_severe_count,prior severe crash history,0.093908420363471,0.093908420363471
2411_18043,severe,0.4793539292046659,77,7,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10682951401168606,0.10682951401168606,prior_cell_severe_count,prior severe crash history,0.08901295086462728,0.08901295086462728,prior_avg_severity,historical crash severity,0.06972754668702481,0.06972754668702481
2392_18043,severe,0.4760664519992387,113,15,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10432756713895439,0.10432756713895439,prior_cell_severe_count,prior severe crash history,0.08813757368752127,0.08813757368752127,prior_avg_severity,historical crash severity,0.07343495702437042,0.07343495702437042
2338_18019,severe,0.4697325719913702,83,12,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.1035894862837838,0.1035894862837838,prior_cell_severe_count,prior severe crash history,0.08889405258400314,0.08889405258400314,prior_avg_severity,historical crash severity,0.08181555524310599,0.08181555524310599
2379_18079,severe,0.467834897323832,56,5,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.1227124247285223,0.1227124247285223,prior_avg_severity,historical crash severity,0.11586384973931488,0.11586384973931488,prior_cell_severe_count,prior severe crash history,0.09042809810107481,0.09042809810107481
2350_18022,severe,0.46562403307407213,104,8,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.11131615648504095,0.11131615648504095,prior_cell_severe_count,prior severe crash history,0.09066275855324481,0.09066275855324481,prior_avg_severity,historical crash severity,0.08599195213093674,0.08599195213093674
2359_18040,severe,0.464484621335325,64,6,"prior_avg_severity, prior_cell_severe_count, historic_cell_crash_total","High predicted risk is mainly driven by historical crash severity, prior severe crash history, and long-run cell crash volume.",prior_avg_severity,historical crash severity,0.1104165829156352,0.1104165829156352,prior_cell_severe_count,prior severe crash history,0.09396496060609293,0.09396496060609293,historic_cell_crash_total,long-run cell crash volume,0.08354714426666093,0.08354714426666093
2391_18052,severe,0.4606374279776589,55,5,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.11260410279443725,0.11260410279443725,prior_avg_severity,historical crash severity,0.0905991725646689,0.0905991725646689,prior_cell_severe_count,prior severe crash history,0.09043204332555087,0.09043204332555087
2370_18072,severe,0.45979474744119975,63,2,"prior_avg_severity, historic_cell_crash_total, prior_cell_severe_count","High predicted risk is mainly driven by historical crash severity, long-run cell crash volume, and prior severe crash history.",prior_avg_severity,historical crash severity,0.10342349511811649,0.10342349511811649,historic_cell_crash_total,long-run cell crash volume,0.100423111229011,0.100423111229011,prior_cell_severe_count,prior severe crash history,0.08888919918771446,0.08888919918771446
2327_17983,severe,0.45905753385946924,70,15,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.11759715812731059,0.11759715812731059,prior_avg_severity,historical crash severity,0.11010292660811252,0.11010292660811252,prior_cell_severe_count,prior severe crash history,0.08716206721619205,0.08716206721619205
2395_18043,severe,0.45559997375047073,86,12,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.09771422657901958,0.09771422657901958,prior_cell_severe_count,prior severe crash history,0.09302666964635006,0.09302666964635006,prior_avg_severity,historical crash severity,0.07706835021473789,0.07706835021473789
2404_18041,severe,0.4494136205693912,68,6,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.10078981764928369,0.10078981764928369,prior_cell_severe_count,prior severe crash history,0.09089700300016836,0.09089700300016836,prior_avg_severity,historical crash severity,0.0797440551294834,0.0797440551294834
2354_18054,severe,0.44909016932288803,68,1,"historic_cell_crash_total, prior_avg_severity, prior_cell_severe_count","High predicted risk is mainly driven by long-run cell crash volume, historical crash severity, and prior severe crash history.",historic_cell_crash_total,long-run cell crash volume,0.11123054873714475,0.11123054873714475,prior_avg_severity,historical crash severity,0.10788961254441659,0.10788961254441659,prior_cell_severe_count,prior severe crash history,0.08933025239973981,0.08933025239973981
2352_18029,severe,0.4384310533060986,57,3,"prior_avg_severity, prior_cell_severe_count, historic_cell_crash_total","High predicted risk is mainly driven by historical crash severity, prior severe crash history, and long-run cell crash volume.",prior_avg_severity,historical crash severity,0.10338895041292516,0.10338895041292516,prior_cell_severe_count,prior severe crash history,0.09585607147471026,0.09585607147471026,historic_cell_crash_total,long-run cell crash volume,0.0886627732918505,0.0886627732918505
2377_18111,severe,0.4382940563363261,52,5,"prior_avg_severity, prior_cell_severe_count, historic_cell_crash_total","High predicted risk is mainly driven by historical crash severity, prior severe crash history, and long-run cell crash volume.",prior_avg_severity,historical crash severity,0.10301635562747843,0.10301635562747843,prior_cell_severe_count,prior severe crash history,0.0997538449522518,0.0997538449522518,historic_cell_crash_total,long-run cell crash volume,0.08731678537480618,0.08731678537480618
2360_18075,severe,0.43488507201008003,79,5,"historic_cell_crash_total, prior_cell_severe_count, prior_avg_severity","High predicted risk is mainly driven by long-run cell crash volume, prior severe crash history, and historical crash severity.",historic_cell_crash_total,long-run cell crash volume,0.1107461242033497,0.1107461242033497,prior_cell_severe_count,prior severe crash history,0.0820785064504019,0.0820785064504019,prior_avg_severity,historical crash severity,0.07493422496789359,0.07493422496789359
2363_18071,severe,0.43146567518354684,44,1,"prior_avg_severity, historic_cell_crash_total, prior_cell_severe_count","High predicted risk is mainly driven by historical crash severity, long-run cell crash volume, and prior severe crash history.",prior_avg_severity,historical crash severity,0.09435738087453793,0.09435738087453793,historic_cell_crash_total,long-run cell crash volume,0.07989335133224422,0.07989335133224422,prior_cell_severe_count,prior severe crash history,0.07627863531502235,0.07627863531502235
